WD18CD,WD18NM,WD18NMW,FID
E05006397,Worksop North,,7522
E05011332,Knaresborough Aspin & Calcutt,,7523
E05010082,Sutton-on-Trent,,7524
E05010059,South Milford,,7525
E05006398,Worksop North East,,7526
E05011333,Knaresborough Castle,,7527
E05010083,Trent,,7528
E05010060,Tadcaster,,7529
E05006399,Worksop North West,,7530
E05011334,Knaresborough Eastfield,,7531
E05009708,Abbey,,7532
E05010061,Thorpe Willoughby,,7533
E05006400,Worksop South,,7534
E05011335,Knaresborough Scriven Park,,7535
E05009709,Bingham East,,7536
E05010062,Whitley,,7537
E05006401,Worksop South East,,7538
E05011336,Marston Moor,,7539
E05009710,Bingham West,,7540
E05010673,Abbey Hill,,7541
E05010514,Attenborough & Chilwell East,,7542
E05011337,Masham & Kirkby Malzeard,,7543
E05009711,Bunny,,7544
E05010674,Annesley & Kirkby Woodhouse,,7545
E05010515,"Awsworth, Cossall & Trowell",,7546
E05011338,Nidd Valley,,7547
E05009712,Compton Acres,,7548
E05010675,Ashfields,,7549
E05010516,Beeston Central,,7550
E05011339,Ouseburn,,7551
E05009713,Cotgrave,,7552
E05010676,Carsic,,7553
E05010517,Beeston North,,7554
E05011340,Pateley Bridge & Nidderdale Moors,,7555
E05009714,Cranmer,,7556
E05010677,Central & New Cross,,7557
E05010518,Beeston Rylands,,7558
E05011341,Ripon Minster,,7559
E05009715,Cropwell,,7560
E05010678,Hucknall Central,,7561
E05010519,Beeston West,,7562
E05011342,Ripon Moorside,,7563
E05009716,East Bridgford,,7564
E05010679,Hucknall North,,7565
E05010520,Bramcote,,7566
E05011343,Ripon Spa,,7567
E05009717,Edwalton,,7568
E05010680,Hucknall South,,7569
E05010521,Brinsley,,7570
E05011344,Ripon Ure Bank,,7571
E05009718,Gamston North,,7572
E05010681,Hucknall West,,7573
E05010522,Chilwell West,,7574
E05011345,Spofforth with Lower Wharfedale,,7575
E05009719,Gamston South,,7576
E05010682,Huthwaite & Brierley,,7577
E05010523,Eastwood Hall,,7578
E05011346,Washburn,,7579
E05009720,Gotham,,7580
E05010683,Jacksdale,,7581
E05010524,Eastwood Hilltop,,7582
E05011347,Wathvale,,7583
E05009721,Keyworth & Wolds,,7584
E05009722,Lady Bay,,7585
E05009723,Leake,,7586
E05009724,Lutterell,,7587
E05009725,Musters,,7588
E05009726,Nevile & Langar,,7589
E05009727,Radcliffe on Trent,,7590
E05006273,Addlebrough,,7591
E05010684,Kingsway,,7592
E05006274,Barton,,7593
E05010685,Kirkby Cross & Portland,,7594
E05010686,Larwood,,7595
E05010525,Eastwood St Mary's,,7596
E05010526,Greasley,,7597
E05010527,Kimberley,,7598
E05010528,Nuthall East & Strelley,,7599
E05010529,Stapleford North,,7600
E05010660,Curborough,,7601
E05010661,Fazeley,,7602
E05010662,Hammerwich with Wall,,7603
E05010663,Highfield,,7604
E05010664,Leomansley,,7605
E05008927,Porlock and District,,7606
E05010665,Little Aston & Stonnall,,7607
E05010666,Longdon,,7608
E05010667,Mease Valley,,7609
E05006793,Wookey and St Cuthbert Out West,,7610
E05008928,Quantock Vale,,7611
E05010668,St John's,,7612
E05008929,Watchet,,7613
E05006637,Chipping Norton,,7614
E05008893,Axevale,,7615
E05010669,Shenstone,,7616
E05008930,West Quantock,,7617
E05006845,St Michael's,,7618
E05007057,Hamps Valley,,7619
E05007107,Exning,,7620
E05006638,Ducklington,,7621
E05007004,Penkridge West,,7622
E05008894,Berrow,,7623
E05010670,Stowe,,7624
E05008931,Williton,,7625
E05006846,South Petherton,,7626
E05007058,Horton,,7627
E05007108,Great Heath,,7628
E05006639,Eynsham and Cassington,,7629
E05007005,Perton Dippons,,7630
E05008895,Bridgwater Dunwear,,7631
E05010671,Summerfield & All Saints,,7632
E05006902,Brereton and Ravenhill,,7633
E05006847,Tatworth and Forton,,7634
E05007059,Ipstones,,7635
E05007109,Iceni,,7636
E05006640,Freeland and Hanborough,,7637
E05007006,Perton East,,7638
E05008896,Bridgwater Eastover,,7639
E05010672,Whittington & Streethay,,7640
E05006903,Cannock East,,7641
E05006848,Tower,,7642
E05007060,Leek East,,7643
E05007110,Lakenheath,,7644
E05010783,"Hailey, Minster Lovell and Leafield",,7645
E05007007,Perton Lakeside,,7646
E05008897,Bridgwater Fairfax,,7647
E05011415,Audley,,7648
E05006904,Cannock North,,7649
E05006849,Turn Hill,,7650
E05007061,Leek North,,7651
E05007111,Manor,,7652
E05006642,"Kingham, Rollright and Enstone",,7653
E05007008,Trysull and Seisdon,,7654
E05008898,Bridgwater Hamp,,7655
E05011416,Bradwell,,7656
E05006905,Cannock South,,7657
E05006850,Wessex,,7658
E05007062,Leek South,,7659
E05007112,Market,,7660
E05006643,Milton-under-Wychwood,,7661
E05007009,"Wheaton Aston, Bishopswood and Lapley",,7662
E05008899,Bridgwater Victoria,,7663
E05011417,Clayton,,7664
E05006906,Cannock West,,7665
E05006851,Wincanton,,7666
E05007063,Leek West,,7667
E05007113,Red Lodge,,7668
E05006644,North Leigh,,7669
E05007010,Wombourne North and Lower Penn,,7670
E05008900,Bridgwater Westover,,7671
E05011418,Crackley & Red Street,,7672
E05006907,Etching Hill and The Heath,,7673
E05006852,Windwhistle,,7674
E05007064,Manifold,,7675
E05007114,St Mary's,,7676
E05006645,"Standlake, Aston and Stanton Harcourt",,7677
E05007011,Wombourne South East,,7678
E05008901,Bridgwater Wyndham,,7679
E05011419,Cross Heath,,7680
E05006908,Hagley,,7681
E05006853,Yeovil Central,,7682
E05007065,Werrington,,7683
E05007115,Severals,,7684
E05006646,Stonesfield and Tackley,,7685
E05007012,Wombourne South West,,7686
E05008902,Burnham Central,,7687
E05011420,Holditch & Chesterton,,7688
E05006909,Hawks Green,,7689
E05006854,Yeovil East,,7690
E05007066,Amington,,7691
E05007067,Belgrave,,7692
E05007068,Bolehall,,7693
E05007069,Castle,,7694
E05007070,Glascote,,7695
E05007071,Mercian,,7696
E05007072,Spital,,7697
E05007073,Stonydelph,,7698
E05007074,Trinity,,7699
E05007075,Wilnecote,,7700
E05007076,Alton,,7701
E05007077,Berners,,7702
E05007078,Boxford,,7703
E05007079,Brett Vale,,7704
E05007080,Brook,,7705
E05007081,Bures St Mary,,7706
E05007082,Chadacre,,7707
E05007083,Dodnash,,7708
E05007084,Glemsford and Stanstead,,7709
E05007085,Great Cornard North,,7710
E05007086,Great Cornard South,,7711
E05007087,Hadleigh North,,7712
E05007088,Hadleigh South,,7713
E05007089,Holbrook,,7714
E05007090,Lavenham,,7715
E05007091,Leavenheath,,7716
E05007092,Long Melford,,7717
E05007093,Lower Brett,,7718
E05007094,Mid Samford,,7719
E05007095,Nayland,,7720
E05007096,North Cosford,,7721
E05007097,Pinewood,,7722
E05007098,South Cosford,,7723
E05007099,Sudbury East,,7724
E05007100,Sudbury North,,7725
E05007101,Sudbury South,,7726
E05007102,Waldingfield,,7727
E05007103,All Saints,,7728
E05007104,Brandon East,,7729
E05007105,Brandon West,,7730
E05007106,Eriswell and The Rows,,7731
E05006647,The Bartons,,7732
E05011421,Keele,,7733
E05008903,Burnham North,,7734
E05010479,Barlaston,,7735
E05006910,Heath Hayes East and Wimblebury,,7736
E05006855,Yeovil South,,7737
E05006648,Witney Central,,7738
E05007116,South,,7739
E05011422,Kidsgrove & Ravenscliffe,,7740
E05008904,Cannington and Wembdon,,7741
E05010480,Baswich,,7742
E05006911,Hednesford Green Heath,,7743
E05006856,Yeovil West,,7744
E05006649,Witney East,,7745
E05007117,Alexandra,,7746
E05011423,Knutton,,7747
E05008905,Cheddar and Shipham,,7748
E05010481,Common,,7749
E05006912,Hednesford North,,7750
E05006857,Yeovil Without,,7751
E05006650,Witney North,,7752
E05007118,Bixley,,7753
E05011424,Loggerheads,,7754
E05008906,East Polden,,7755
E05010482,Coton,,7756
E05006913,Hednesford South,,7757
E05006858,Bishop's Hull,,7758
E05006651,Witney South,,7759
E05007119,Bridge,,7760
E05011425,Madeley & Betley,,7761
E05008907,Highbridge and Burnham Marine,,7762
E05010483,Doxey & Castletown,,7763
E05006914,Norton Canes,,7764
E05006859,Bishop's Lydeard,,7765
E05006652,Witney West,,7766
E05007120,Castle Hill,,7767
E05011426,Maer & Whitmore,,7768
E05008908,Huntspill and Pawlett,,7769
E05010484,Eccleshall,,7770
E05006915,Rawnsley,,7771
E05006860,Blackdown,,7772
E05006653,Woodstock and Bladon,,7773
E05007121,Gainsborough,,7774
E05011427,May Bank,,7775
E05008909,King's Isle,,7776
E05010485,Forebridge,,7777
E05006916,Western Springs,,7778
E05006861,Bradford-on-Tone,,7779
E05006760,Ammerdown,,7780
E05007122,Gipping,,7781
E05011428,Newchapel & Mow Cop,,7782
E05008910,Knoll,,7783
E05010486,Fulford,,7784
E05006917,Abbey,,7785
E05006862,Comeytrowe,,7786
E05006761,"Ashwick, Chilcompton and Stratton",,7787
E05007123,Holywells,,7788
E05011429,Silverdale,,7789
E05008911,North Petherton,,7790
E05010487,Gnosall & Woodseaves,,7791
E05006918,Anglesey,,7792
E05006863,Milverton and North Deane,,7793
E05006762,Beckington and Selwood,,7794
E05007124,Priory Heath,,7795
E05011430,Talke & Butt Lane,,7796
E05008912,Puriton and Woolavington,,7797
E05008913,Quantocks,,7798
E05008914,Wedmore and Mark,,7799
E05008915,West Polden,,7800
E05006819,Blackdown,,7801
E05006820,Blackmoor Vale,,7802
E05006821,Bruton,,7803
E05006822,Brympton,,7804
E05006823,Burrow Hill,,7805
E05006824,Camelot,,7806
E05006825,Cary,,7807
E05006826,Chard Avishayes,,7808
E05006827,Chard Combe,,7809
E05006828,Chard Crimchard,,7810
E05006829,Chard Holyrood,,7811
E05006830,Chard Jocelyn,,7812
E05006831,Coker,,7813
E05006832,Crewkerne,,7814
E05006833,Curry Rivel,,7815
E05006834,Eggwood,,7816
E05006835,Hamdon,,7817
E05006836,Ilminster,,7818
E05006837,Islemoor,,7819
E05006838,Ivelchester,,7820
E05006839,Langport and Huish,,7821
E05006840,Martock,,7822
E05006841,Milborne Port,,7823
E05006842,Neroche,,7824
E05006843,Northstone,,7825
E05006844,Parrett,,7826
E05007125,Rushmere,,7827
E05006864,Monument,,7828
E05007126,St John's,,7829
E05006763,Butleigh and Baltonsborough,,7830
E05010488,Haywood & Hixon,,7831
E05006865,Neroche,,7832
E05006919,Bagots,,7833
E05011431,Thistleberry,,7834
E05007127,St Margaret's,,7835
E05006764,Chewton Mendip and Ston Easton,,7836
E05010489,Highfields & Western Downs,,7837
E05006866,North Curry and Stoke St Gregory,,7838
E05006920,Branston,,7839
E05011432,Town,,7840
E05007128,Sprites,,7841
E05006765,Coleford and Holcombe,,7842
E05010490,Holmcroft,,7843
E05006867,Norton Fitzwarren,,7844
E05006921,Brizlincote,,7845
E05011433,Westbury Park & Northwood,,7846
E05007129,Stoke Park,,7847
E05006766,"Cranmore, Doulting and Nunney",,7848
E05010491,Littleworth,,7849
E05006868,Ruishton and Creech,,7850
E05006922,Burton,,7851
E05011434,Westlands,,7852
E05007130,Westgate,,7853
E05006767,Creech,,7854
E05010492,Manor,,7855
E05006869,Staplegrove,,7856
E05006923,Churnet,,7857
E05011435,Wolstanton,,7858
E05007131,Whitehouse,,7859
E05006768,Croscombe and Pilton,,7860
E05010493,Milford,,7861
E05006870,Taunton Blackbrook and Holway,,7862
E05006924,Crown,,7863
E05006988,Bilbrook,,7864
E05007132,Whitton,,7865
E05006769,Frome Berkley Down,,7866
E05010494,Milwich,,7867
E05006871,Taunton Eastgate,,7868
E05006925,Eton Park,,7869
E05006989,Brewood and Coven,,7870
E05007133,Bacton and Old Newton,,7871
E05006770,Frome College,,7872
E05010495,Penkside,,7873
E05006872,Taunton Fairwater,,7874
E05006926,Heath,,7875
E05006990,Cheslyn Hay North and Saredon,,7876
E05007134,Badwell Ash,,7877
E05006771,Frome Keyford,,7878
E05010496,Rowley,,7879
E05006873,Taunton Halcon,,7880
E05006927,Horninglow,,7881
E05006991,Cheslyn Hay South,,7882
E05007135,Barking and Somersham,,7883
E05006772,Frome Market,,7884
E05010497,St Michael's & Stonefield,,7885
E05006874,Taunton Killams and Mountfield,,7886
E05006928,Needwood,,7887
E05006992,Codsall North,,7888
E05007136,Bramford and Blakenham,,7889
E05006773,Frome Oakfield,,7890
E05010498,Seighford & Church Eaton,,7891
E05006875,Taunton Lyngford,,7892
E05006929,Rolleston on Dove,,7893
E05006993,Codsall South,,7894
E05007137,Claydon and Barham,,7895
E05006774,Frome Park,,7896
E05010499,Swynnerton & Oulton,,7897
E05006876,Taunton Manor and Wilton,,7898
E05006930,Shobnall,,7899
E05006994,Essington,,7900
E05006995,Featherstone and Shareshill,,7901
E05006996,Great Wyrley Landywood,,7902
E05006997,Great Wyrley Town,,7903
E05006998,Himley and Swindon,,7904
E05006999,Huntington and Hatherton,,7905
E05007000,Kinver,,7906
E05007001,Pattingham and Patshull,,7907
E05007002,Penkridge North East and Acton Trussell,,7908
E05007003,Penkridge South East,,7909
E05007138,Debenham,,7910
E05006877,Taunton Pyrland and Rowbarton,,7911
E05006931,Stapenhill,,7912
E05007139,Elmswell and Norton,,7913
E05006775,Glastonbury St Benedict's,,7914
E05006878,Trull,,7915
E05006932,Stretton,,7916
E05007140,Eye,,7917
E05006776,Glastonbury St Edmund's,,7918
E05006879,Wellington East,,7919
E05006933,Town,,7920
E05007141,Fressingfield,,7921
E05010500,Walton,,7922
E05006777,Glastonbury St John's,,7923
E05006880,Wellington North,,7924
E05006934,Tutbury and Outwoods,,7925
E05007142,Gislingham,,7926
E05010501,Weeping Cross & Wildwood,,7927
E05006778,Glastonbury St Mary's,,7928
E05006881,Wellington Rockwell Green and West,,7929
E05006935,Weaver,,7930
E05007143,Haughley and Wetherden,,7931
E05007039,Alton,,7932
E05006779,Moor,,7933
E05006882,West Monkton,,7934
E05006936,Winshill,,7935
E05007144,Helmingham and Coddenham,,7936
E05007040,Bagnall and Stanley,,7937
E05006780,Postlebury,,7938
E05006883,Wiveliscombe and West Deane,,7939
E05006937,Yoxall,,7940
E05007145,Hoxne,,7941
E05007041,Biddulph East,,7942
E05006781,Rode and Norton St Philip,,7943
E05008916,Alcombe,,7944
E05010651,Alrewas & Fradley,,7945
E05007146,Mendlesham,,7946
E05007042,Biddulph Moor,,7947
E05006782,Rodney and Westbury,,7948
E05008917,Brendon Hills,,7949
E05010652,Armitage with Handsacre,,7950
E05007147,Needham Market,,7951
E05007043,Biddulph North,,7952
E05006783,St Cuthbert Out North,,7953
E05008918,Carhampton and Withycombe,,7954
E05010653,Boley Park,,7955
E05007148,Onehouse,,7956
E05007044,Biddulph South,,7957
E05006784,Shepton East,,7958
E05008919,Crowcombe and Stogumber,,7959
E05010654,Boney Hay & Central,,7960
E05007149,Palgrave,,7961
E05007045,Biddulph West,,7962
E05006785,Shepton West,,7963
E05008920,Dulverton and District,,7964
E05010655,Bourne Vale,,7965
E05007150,Rattlesden,,7966
E05007046,Brown Edge and Endon,,7967
E05006786,Street North,,7968
E05008921,Dunster and Timberscombe,,7969
E05010656,Chadsmead,,7970
E05007151,Rickinghall and Walsham,,7971
E05007047,Caverswall,,7972
E05006787,Street South,,7973
E05008922,Greater Exmoor,,7974
E05010657,Chase Terrace,,7975
E05007152,Ringshall,,7976
E05007048,Cellarhead,,7977
E05006788,Street West,,7978
E05008923,Minehead Central,,7979
E05010658,Chasetown,,7980
E05007153,Stowmarket Central,,7981
E05007049,Cheadle North East,,7982
E05006789,The Pennards and Ditcheat,,7983
E05008924,Minehead North,,7984
E05010659,Colton & the Ridwares,,7985
E05007154,Stowmarket North,,7986
E05007050,Cheadle South East,,7987
E05006790,Wells Central,,7988
E05008925,Minehead South,,7989
E05007155,Stowmarket South,,7990
E05007051,Cheadle West,,7991
E05006791,Wells St Cuthbert's,,7992
E05008926,Old Cleeve,,7993
E05007156,Stowupland,,7994
E05007052,Checkley,,7995
E05006792,Wells St Thomas',,7996
E05007053,Cheddleton,,7997
E05007054,Churnet,,7998
E05007055,Dane,,7999
E05007056,Forsbrook,,8000
E05011011,Alphington,,5001
E05010567,Tavistock South West,,5002
E05003546,Ilfracombe Central,,5003
E05003924,Old Town,,5004
E05003441,Wingerworth,,5005
E05003973,Ewhurst and Sedlescombe,,5006
E05011012,Duryard and St James,,5007
E05003660,Burton and Winkton,,5008
E05003547,Ilfracombe East,,5009
E05003925,Ratton,,5010
E05008809,Aston,,5011
E05003974,Kewhurst,,5012
E05011013,Exwick,,5013
E05003661,Grange,,5014
E05003548,Ilfracombe West,,5015
E05003926,St Anthony's,,5016
E05008810,Church Gresley,,5017
E05008811,Etwall,,5018
E05008812,Hatton,,5019
E05008813,Hilton,,5020
E05008814,Linton,,5021
E05008815,Melbourne,,5022
E05008816,Midway,,5023
E05008817,Newhall and Stanton,,5024
E05008818,Repton,,5025
E05008819,Seales,,5026
E05008820,Stenson,,5027
E05008821,Swadlincote,,5028
E05008822,Willington and Findern,,5029
E05008823,Woodville,,5030
E05003459,Axminster Rural,,5031
E05003460,Axminster Town,,5032
E05003461,Beer and Branscombe,,5033
E05003462,Broadclyst,,5034
E05003463,Budleigh,,5035
E05003464,Clyst Valley,,5036
E05003465,Coly Valley,,5037
E05003466,Dunkeswell,,5038
E05003467,Exe Valley,,5039
E05003468,Exmouth Brixington,,5040
E05003469,Exmouth Halsdon,,5041
E05003470,Exmouth Littleham,,5042
E05003471,Exmouth Town,,5043
E05003472,Exmouth Withycombe Raleigh,,5044
E05008542,Feniton and Buckerell,,5045
E05008543,Honiton St Michael's,,5046
E05003662,Highcliffe,,5047
E05003927,Sovereign,,5048
E05003549,Instow,,5049
E05003975,Marsham,,5050
E05003663,Jumpers,,5051
E05003928,Upperton,,5052
E05010085,"Landkey, Swimbridge and Taw",,5053
E05003976,Old Town,,5054
E05003664,Mudeford and Friars Cliff,,5055
E05011201,Ashdown,,5056
E05003551,Longbridge,,5057
E05011014,Heavitree,,5058
E05003977,Rother Levels,,5059
E05003665,North Highcliffe and Walkford,,5060
E05011202,Baird,,5061
E05003552,Lynton and Lynmouth,,5062
E05011015,Mincinglake and Whipton,,5063
E05003978,Rye,,5064
E05003666,Portfield,,5065
E05011203,Braybrooke,,5066
E05003553,Marwood,,5067
E05011016,Newtown and St Leonard's,,5068
E05003979,Sackville,,5069
E05003667,Purewell and Stanpit,,5070
E05011204,Castle,,5071
E05003554,Newport,,5072
E05011017,Pennsylvania,,5073
E05003980,St Marks,,5074
E05003668,St Catherine's and Hurn,,5075
E05011205,Central St Leonards,,5076
E05003555,North Molton,,5077
E05011018,Pinhoe,,5078
E05003981,St Michaels,,5079
E05003669,Town Centre,,5080
E05011206,Conquest,,5081
E05003556,Pilton,,5082
E05011019,Priory,,5083
E05003982,St Stephens,,5084
E05003670,West Highcliffe,,5085
E05011207,Gensing,,5086
E05003557,South Molton,,5087
E05011020,St David's,,5088
E05003983,Salehurst,,5089
E05009515,Alderholt,,5090
E05011208,Hollington,,5091
E05003558,Witheridge,,5092
E05011021,St Loyes,,5093
E05003984,Sidley,,5094
E05009516,Ameysford,,5095
E05011209,Maze Hill,,5096
E05003559,Yeo Valley,,5097
E05011022,St Thomas,,5098
E05003985,Ticehurst and Etchingham,,5099
E05009517,Colehill East,,5100
E05011210,Old Hastings,,5101
E05010128,Allington & Strete,,5102
E05011023,Topsham,,5103
E05003986,Alfriston,,5104
E05009518,Colehill West,,5105
E05011211,Ore,,5106
E05010129,Bickleigh & Cornwood,,5107
E05008546,Boniface,,5108
E05003987,Buxted and Maresfield,,5109
E05009519,Corfe Mullen,,5110
E05011212,St Helens,,5111
E05010130,Blackawton & Stoke Fleming,,5112
E05003510,Bradninch,,5113
E05003988,Chiddingly and East Hoathly,,5114
E05009520,Crane,,5115
E05011213,Silverhill,,5116
E05010131,Charterlands,,5117
E05003511,Cadbury,,5118
E05003989,Cross in Hand/Five Ashes,,5119
E05009521,Ferndown Central,,5120
E05011214,Tressell,,5121
E05010132,Dartington & Staverton,,5122
E05003512,Canonsleigh,,5123
E05003990,Crowborough East,,5124
E05003991,Crowborough Jarvis Brook,,5125
E05003992,Crowborough North,,5126
E05003993,Crowborough St. Johns,,5127
E05003994,Crowborough West,,5128
E05003995,Danehill/Fletching/Nutley,,5129
E05003996,East Dean,,5130
E05003997,Forest Row,,5131
E05003998,Framfield,,5132
E05003999,Frant/Withyham,,5133
E05004000,Hailsham Central and North,,5134
E05004001,Hailsham East,,5135
E05004002,Hailsham South and West,,5136
E05004003,Hartfield,,5137
E05004004,Heathfield East,,5138
E05004005,Heathfield North and Central,,5139
E05009522,Hampreston & Longham,,5140
E05010133,Dartmouth & East Dart,,5141
E05010134,Ermington & Ugborough,,5142
E05010135,Ivybridge East,,5143
E05011215,West St Leonards,,5144
E05003513,Castle,,5145
E05010136,Ivybridge West,,5146
E05011216,Wishing Tree,,5147
E05003514,Clare and Shuttern,,5148
E05010137,Kingsbridge,,5149
E05003945,Barcombe and Hamsey,,5150
E05003515,Cranmore,,5151
E05010138,Loddiswell & Aveton Gifford,,5152
E05003946,Chailey and Wivelsfield,,5153
E05003516,Cullompton North,,5154
E05010139,Marldon & Littlehempston,,5155
E05003947,Ditchling and Westmeston,,5156
E05003517,Cullompton Outer,,5157
E05010140,Newton & Yealmpton,,5158
E05003948,East Saltdean and Telscombe Cliffs,,5159
E05003518,Cullompton South,,5160
E05010141,Salcombe & Thurlestone,,5161
E05003949,Kingston,,5162
E05003519,Halberton,,5163
E05010142,South Brent,,5164
E05003950,Lewes Bridge,,5165
E05003520,Lawrence,,5166
E05010143,Stokenham,,5167
E05003951,Lewes Castle,,5168
E05003521,Lower Culm,,5169
E05010144,Totnes,,5170
E05003952,Lewes Priory,,5171
E05003522,Lowman,,5172
E05010145,Wembury & Brixton,,5173
E05003953,Newhaven Denton and Meeching,,5174
E05008547,Newbrooke,,5175
E05010146,West Dart,,5176
E05003954,Newhaven Valley,,5177
E05003524,Sandford and Creedy,,5178
E05010147,Woolwell,,5179
E05003955,Newick,,5180
E05003525,Silverton,,5181
E05003526,Taw,,5182
E05003527,Taw Vale,,5183
E05003528,Upper Culm,,5184
E05003529,Upper Yeo,,5185
E05009523,Handley Vale,,5186
E05009524,Parley,,5187
E05009525,St Leonards,,5188
E05009526,Stour,,5189
E05009527,Verwood East,,5190
E05009528,Verwood West,,5191
E05009529,West Moors & Holt,,5192
E05009530,Wimborne Minster,,5193
E05009996,Abbey,,5194
E05009997,Blackmore,,5195
E05009998,Blandford Central,,5196
E05009999,Blandford Hilltop,,5197
E05010000,Blandford Langton St Leonards,,5198
E05010001,Blandford Old Town,,5199
E05010002,Bulbarrow,,5200
E05009925,Saffron Walden Shire,,5201
E05009926,Stansted North,,5202
E05009927,Stansted South & Birchanger,,5203
E05009928,Stort Valley,,5204
E05009929,Takeley,,5205
E05009930,Thaxted & the Eastons,,5206
E05009931,The Sampfords,,5207
E05004288,All Saints,,5208
E05004289,Battledown,,5209
E05004290,Benhall and The Reddings,,5210
E05004291,Charlton Kings,,5211
E05004292,Charlton Park,,5212
E05004293,College,,5213
E05004294,Hesters Way,,5214
E05004295,Lansdown,,5215
E05004296,Leckhampton,,5216
E05004297,Oakley,,5217
E05004298,Park,,5218
E05004110,Rettendon and Runwell,,5219
E05004299,Pittville,,5220
E05004300,Prestbury,,5221
E05010384,The Colnes,,5222
E05004226,Alresford,,5223
E05010964,Quedgeley Fieldcourt,,5224
E05004006,Hellingly,,5225
E05004170,Passingford,,5226
E05004301,St Mark's,,5227
E05004302,St Paul's,,5228
E05004303,St Peter's,,5229
E05004304,Springbank,,5230
E05004305,Swindon Village,,5231
E05004306,Up Hatherley,,5232
E05004307,Warden Hill,,5233
E05010696,Abbey,,5234
E05010697,Blockley,,5235
E05010698,Bourton Vale,,5236
E05010699,Bourton Village,,5237
E05010700,Campden & Vale,,5238
E05010701,Chedworth & Churn Valley,,5239
E05010702,Chesterton,,5240
E05010703,Coln Valley,,5241
E05010704,Ermin,,5242
E05010705,Fairford North,,5243
E05010706,Fosseridge,,5244
E05010707,Four Acres,,5245
E05010708,Grumbolds Ash with Avening,,5246
E05010709,Kemble,,5247
E05010710,"Lechlade, Kempsford & Fairford South",,5248
E05010711,Moreton East,,5249
E05010712,Moreton West,,5250
E05010713,New Mills,,5251
E05010714,Northleach,,5252
E05010719,Stow,,5253
E05010715,St Michael's,,5254
E05010716,Sandywell,,5255
E05010717,Siddington & Cerney Rural,,5256
E05010718,South Cerney Village,,5257
E05004111,St Andrews,,5258
E05004171,Roydon,,5259
E05004007,Herstmonceux,,5260
E05010385,Three Fields,,5261
E05010965,Quedgeley Severn Vale,,5262
E05010720,Stratton,,5263
E05004227,Alton Park,,5264
E05004172,Shelley,,5265
E05004112,"South Hanningfield, Stock and Margaretting",,5266
E05004008,Horam,,5267
E05010386,Witham Central,,5268
E05010966,Tuffley,,5269
E05010721,Tetbury East & Rural,,5270
E05004228,Ardleigh and Little Bromley,,5271
E05004173,Theydon Bois,,5272
E05004113,South Woodham-Chetwood and Collingwood,,5273
E05004009,Mayfield,,5274
E05010387,Witham North,,5275
E05010967,Westgate,,5276
E05010722,Tetbury Town,,5277
E05004229,Beaumont and Thorpe,,5278
E05004174,Waltham Abbey High Beach,,5279
E05004114,South Woodham-Elmwood and Woodville,,5280
E05004010,Ninfield and Hooe with Wartling,,5281
E05010388,Witham South,,5282
E05010968,Amberley and Woodchester,,5283
E05010723,Tetbury with Upton,,5284
E05004230,Bockings Elm,,5285
E05004175,Waltham Abbey Honey Lane,,5286
E05004115,Springfield North,,5287
E05004011,Pevensey and Westham,,5288
E05010389,Witham West,,5289
E05010969,Berkeley Vale,,5290
E05010724,The Ampneys & Hampton,,5291
E05004231,"Bradfield, Wrabness and Wix",,5292
E05004176,Waltham Abbey North East,,5293
E05004116,The Lawns,,5294
E05004012,Polegate North,,5295
E05010390,Yeldham,,5296
E05010970,Bisley,,5297
E05010725,The Beeches,,5298
E05004232,Brightlingsea,,5299
E05004177,Waltham Abbey Paternoster,,5300
E05004117,Trinity,,5301
E05004013,Polegate South,,5302
E05004067,Brentwood North,,5303
E05010971,Cainscross,,5304
E05010726,The Rissingtons,,5305
E05004233,Burrsville,,5306
E05004178,Waltham Abbey South West,,5307
E05004118,Waterhouse Farm,,5308
E05004014,Rotherfield,,5309
E05004068,Brentwood South,,5310
E05010972,Cam East,,5311
E05010727,Watermoor,,5312
E05004234,Frinton,,5313
E05004179,Bush Fair,,5314
E05004119,Writtle,,5315
E05004015,Uckfield Central,,5316
E05004069,Brentwood West,,5317
E05010973,Cam West,,5318
E05004336,"Alvington, Aylburton and West Lydney",,5319
E05004235,Golf Green,,5320
E05004180,Church Langley,,5321
E05010827,Berechurch,,5322
E05004016,Uckfield New Town,,5323
E05004070,Brizes and Doddinghurst,,5324
E05010974,Chalford,,5325
E05004337,Awre,,5326
E05004236,Great and Little Oakley,,5327
E05004181,Great Parndon,,5328
E05010828,Castle,,5329
E05010829,Greenstead,,5330
E05010830,Highwoods,,5331
E05010831,Lexden and Braiswick,,5332
E05010832,Marks Tey and Layer,,5333
E05010833,Mersea and Pyefleet,,5334
E05010834,Mile End,,5335
E05010835,New Town and Christ Church,,5336
E05010836,Old Heath and The Hythe,,5337
E05010837,Prettygate,,5338
E05010838,Rural North,,5339
E05010839,St Anne's and St John's,,5340
E05010840,Shrub End,,5341
E05010841,Stanway,,5342
E05010842,Tiptree,,5343
E05010843,Wivenhoe,,5344
E05004147,"Broadley Common, Epping Upland and Nazeing",,5345
E05004148,Buckhurst Hill East,,5346
E05004149,Buckhurst Hill West,,5347
E05004150,Chigwell Row,,5348
E05004151,Chigwell Village,,5349
E05004152,"Chipping Ongar, Greensted and Marden Ash",,5350
E05004153,Epping Hemnall,,5351
E05004154,Epping Lindsey and Thornwood Common,,5352
